surface	kind	method	path	family	file	line
hosted	http	GET	/api/admin/audit	admin	backend/src/app/api/admin/audit/route.ts	7
hosted	http	GET	/api/admin/orgs	admin	backend/src/app/api/admin/orgs/route.ts	8
hosted	http	POST	/api/admin/orgs	admin	backend/src/app/api/admin/orgs/route.ts	24
hosted	http	DELETE	/api/admin/orgs/[id]	admin	backend/src/app/api/admin/orgs/[id]/route.ts	89
hosted	http	GET	/api/admin/orgs/[id]	admin	backend/src/app/api/admin/orgs/[id]/route.ts	15
hosted	http	PATCH	/api/admin/orgs/[id]	admin	backend/src/app/api/admin/orgs/[id]/route.ts	57
hosted	http	POST	/api/admin/orgs/[id]/members	admin	backend/src/app/api/admin/orgs/[id]/members/route.ts	27
hosted	http	DELETE	/api/admin/orgs/[id]/members/[userId]	admin	backend/src/app/api/admin/orgs/[id]/members/[userId]/route.ts	52
hosted	http	PATCH	/api/admin/orgs/[id]/members/[userId]	admin	backend/src/app/api/admin/orgs/[id]/members/[userId]/route.ts	18
hosted	http	GET	/api/admin/search	admin	backend/src/app/api/admin/search/route.ts	7
hosted	http	GET	/api/admin/users	admin	backend/src/app/api/admin/users/route.ts	7
hosted	http	PATCH	/api/admin/users/[id]	admin	backend/src/app/api/admin/users/[id]/route.ts	26
hosted	http	GET	/api/admin/users/[id]/licenses	admin	backend/src/app/api/admin/users/[id]/licenses/route.ts	7
hosted	http	DELETE	/api/admin/users/[id]/licenses/[licenseId]	admin	backend/src/app/api/admin/users/[id]/licenses/[licenseId]/route.ts	7
hosted	http	POST	/api/auth/forgot	auth	backend/src/app/api/auth/forgot/route.ts	26
hosted	http	POST	/api/auth/login	auth	backend/src/app/api/auth/login/route.ts	21
hosted	http	POST	/api/auth/login-code/request	auth	backend/src/app/api/auth/login-code/request/route.ts	26
hosted	http	POST	/api/auth/login-code/verify	auth	backend/src/app/api/auth/login-code/verify/route.ts	28
hosted	http	POST	/api/auth/reset	auth	backend/src/app/api/auth/reset/route.ts	22
hosted	http	POST	/api/auth/signup	auth	backend/src/app/api/auth/signup/route.ts	33
hosted	http	GET	/api/automations/list	automations	backend/src/app/api/automations/list/route.ts	12
hosted	http	POST	/api/device/approve	device	backend/src/app/api/device/approve/route.ts	19
hosted	http	POST	/api/device/deny	device	backend/src/app/api/device/deny/route.ts	12
hosted	http	GET	/api/device/lookup	device	backend/src/app/api/device/lookup/route.ts	7
hosted	http	POST	/api/device/poll	device	backend/src/app/api/device/poll/route.ts	20
hosted	http	POST	/api/device/start	device	backend/src/app/api/device/start/route.ts	24
hosted	http	POST	/api/diagnostics/session-events	diagnostics	backend/src/app/api/diagnostics/session-events/route.ts	202
hosted	http	GET	/api/health	health	backend/src/app/api/health/route.ts	5
hosted	http	POST	/api/invitations/accept	invitations	backend/src/app/api/invitations/accept/route.ts	28
hosted	http	POST	/api/license/refresh	license	backend/src/app/api/license/refresh/route.ts	21
hosted	http	GET	/api/me	me	backend/src/app/api/me/route.ts	7
hosted	http	PATCH	/api/me/email	me	backend/src/app/api/me/email/route.ts	19
hosted	http	GET	/api/me/licenses	me	backend/src/app/api/me/licenses/route.ts	7
hosted	http	DELETE	/api/me/licenses/[id]	me	backend/src/app/api/me/licenses/[id]/route.ts	7
hosted	http	PATCH	/api/me/password	me	backend/src/app/api/me/password/route.ts	20
hosted	http	POST	/api/me/sign-out-everywhere	me	backend/src/app/api/me/sign-out-everywhere/route.ts	10
hosted	http	GET	/api/orgs	orgs	backend/src/app/api/orgs/route.ts	36
hosted	http	POST	/api/orgs	orgs	backend/src/app/api/orgs/route.ts	56
hosted	http	GET	/api/skills/list	skills	backend/src/app/api/skills/list/route.ts	8
hosted	http	POST	/api/skills/run	skills	backend/src/app/api/skills/run/route.ts	15
hosted	http	POST	/api/stripe/checkout	stripe	backend/src/app/api/stripe/checkout/route.ts	16
hosted	http	POST	/api/stripe/portal	stripe	backend/src/app/api/stripe/portal/route.ts	13
hosted	http	POST	/api/stripe/webhook	stripe	backend/src/app/api/stripe/webhook/route.ts	13
local	http	GET	/api/access	access	cli/elevate_cli/web_server.py	1228
local	http	GET	/api/actions/{name}/status	actions	cli/elevate_cli/web_server.py	2842
local	http	GET	/api/activity	activity	cli/elevate_cli/web_server.py	8338
local	http	GET	/api/admin/action-runs	admin	cli/elevate_cli/web_server.py	9787
local	http	POST	/api/admin/action-runs/drain	admin	cli/elevate_cli/web_server.py	9818
local	http	POST	/api/admin/action-runs/{run_id}/approve	admin	cli/elevate_cli/web_server.py	9839
local	http	GET	/api/admin/actions	admin	cli/elevate_cli/web_server.py	9655
local	http	POST	/api/admin/actions	admin	cli/elevate_cli/web_server.py	9688
local	http	POST	/api/admin/actions/defaults	admin	cli/elevate_cli/web_server.py	9720
local	http	DELETE	/api/admin/actions/{action_id}	admin	cli/elevate_cli/web_server.py	9769
local	http	PATCH	/api/admin/actions/{action_id}	admin	cli/elevate_cli/web_server.py	9734
local	http	GET	/api/admin/conflicts	admin	cli/elevate_cli/web_server.py	6077
local	http	POST	/api/admin/conflicts/{conflict_id}/resolve	admin	cli/elevate_cli/web_server.py	6090
local	http	GET	/api/admin/contacts	admin	cli/elevate_cli/web_server.py	6028
local	http	GET	/api/admin/deals	admin	cli/elevate_cli/web_server.py	7116
local	http	POST	/api/admin/deals	admin	cli/elevate_cli/web_server.py	9284
